Name,Artist,year
3,Britney Spears,2009.0
Down,Jay Sean,2009.0
Paparazzi,Lady Gaga,2008.0
Sweet Dreams,Beyonce,2008.0
How Low,Ludacris,2009.0
Forever,Drake,2009.0
Already Gone,Kelly Clarkson,2009.0
Do You Remember,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Need You Now,Lady Antebellum,2009.0
BedRock,Young Money,2009.0
Hard,Rihanna,2009.0
You Belong With Me,Taylor Swift,2008.0
Use Somebody,Kings Of Leon,2008.0
I Can Transform Ya,Chris Brown,2009.0
Evacuate The Dancefloor,Cascada,2009.0
Money To Blow,Birdman,2009.0
Fifteen,Taylor Swift,2008.0
Two Is Better Than One,Boys Like Girls,2009.0
Baby By Me,50 Cent,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Carry Out,Timbaland,2009.0
Run This Town,Jay,2009.0
Tie Me Down,New Boyz,2009.0
Give It Up To Me,Shakira,2009.0
Gangsta Luv,Snoop Dogg,2009.0
Live Like We're Dying,Kris Allen,2009.0
Do I,Luke Bryan,2009.0
Say Aah,Trey Songz,2010.0
Fallin' For You,Colbie Caillat,2009.0
One Time,Justin Bieber,2009.0
Spotlight,Gucci Mane,2009.0
I Invented Sex,Trey Songz,2009.0
Russian Roulette,Rihanna,2009.0
"Hey, Soul Sister",Train,2009.0
Telephone,Lady Gaga,2010.0
If You Only Knew,Shinedown,2008.0
The Truth,Jason Aldean,2009.0
White Liar,Miranda Lambert,2009.0
Southern Voice,Tim McGraw,2009.0
My Life Would Suck Without You,Glee Cast,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Don't Rain On My Parade,Glee Cast,2009.0
It Kills Me,Melanie Fiona,2009.0
According To You,Orianthi,2009.0
Try Sleeping With A Broken Heart,Alicia Keys,2009.0
Papers,Usher,2009.0
Red Light,David Nail,2009.0
Crawl,Chris Brown,2009.0
Never Gonna Be Alone,Nickelback,2008.0
On Fire,Lil Wayne,2010.0
In My Head,Jason Derulo,2009.0
Life After You,Daughtry,2009.0
Uprising,Muse,2009.0
I Am,Mary J. Blige,2006.0
Body Language,Jesse McCartney,2009.0
You Can't Always Get What You Want,Glee Cast,2009.0
This Is War,Thirty Seconds To Mars,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Haven't Met You Yet,Michael Buble,2009.0
Why Don't We Just Dance,Josh Turner,2010.0
Someday,Rob Thomas,2009.0
Eight Second Ride,Jake Owen,2006.0
Bad Habits,Maxwell,2009.0
All The Right Moves,OneRepublic,2009.0
I Wanna Rock,Snoop Dogg,2010.0
I Will Not Bow,Breaking Benjamin,2009.0
Kings And Queens,Thirty Seconds To Mars,2009.0
Shut It Down,Pitbull,2009.0
Break,Three Days Grace,2009.0
That's How Country Boys Roll,Billy Currington,2008.0
1901,Phoenix,2009.0
What I Do,Chris Brown,2009.0
Last Christmas,Glee Cast,2010.0
American Saturday Night,Brad Paisley,2009.0
I Get It In,Omarion,2009.0
Breakeven,The Script,2008.0
And I Am Telling You I'm Not Going,Glee Cast,2009.0
I Want You To,Weezer,2009.0
Video Phone,Beyonce,2009.0
Drop It Low,Ester Dean,2009.0
Halfway Gone,Lifehouse,2009.0
Empire State Of Mind,Jay,2009.0
Bad Romance,Lady Gaga,2009.0
TiK ToK,Ke$ha,2010.0
Replay,Iyaz,2009.0
Fireflies,Owl City,2009.0
Whatcha Say,Jason Derulo,2009.0
Sexy Chick,David Guetta,2009.0
Meet Me Halfway,The Black Eyed Peas,2009.0
3,Britney Spears,2009.0
Down,Jay Sean,2009.0
Paparazzi,Lady Gaga,2008.0
Sweet Dreams,Beyonce,2008.0
Already Gone,Kelly Clarkson,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Forever,Drake,2009.0
Need You Now,Lady Antebellum,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
You Belong With Me,Taylor Swift,2008.0
Do You Remember,Jay Sean,2009.0
Hard,Rihanna,2009.0
Use Somebody,Kings Of Leon,2008.0
I Can Transform Ya,Chris Brown,2009.0
Fifteen,Taylor Swift,2008.0
BedRock,Young Money,2009.0
Evacuate The Dancefloor,Cascada,2009.0
Money To Blow,Birdman,2009.0
Run This Town,Jay,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Give It Up To Me,Shakira,2009.0
Russian Roulette,Rihanna,2009.0
Baby By Me,50 Cent,2009.0
Two Is Better Than One,Boys Like Girls,2009.0
Fallin' For You,Colbie Caillat,2009.0
One Time,Justin Bieber,2009.0
Do I,Luke Bryan,2009.0
Papers,Usher,2009.0
Tie Me Down,New Boyz,2009.0
Gangsta Luv,Snoop Dogg,2009.0
Say Aah,Trey Songz,2010.0
Telephone,Lady Gaga,2010.0
If You Only Knew,Shinedown,2008.0
I Invented Sex,Trey Songz,2009.0
Live Like We're Dying,Kris Allen,2009.0
"Hey, Soul Sister",Train,2009.0
White Liar,Miranda Lambert,2009.0
The Truth,Jason Aldean,2009.0
Spotlight,Gucci Mane,2009.0
Southern Voice,Tim McGraw,2009.0
Body Language,Jesse McCartney,2009.0
Try Sleeping With A Broken Heart,Alicia Keys,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Red Light,David Nail,2009.0
Toes,Zac Brown Band,2008.0
It Kills Me,Melanie Fiona,2009.0
Uprising,Muse,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Morning After Dark,Timbaland,2009.0
Never Gonna Be Alone,Nickelback,2008.0
Last Christmas,Glee Cast,2010.0
Crawl,Chris Brown,2009.0
Life After You,Daughtry,2009.0
According To You,Orianthi,2009.0
Haven't Met You Yet,Michael Buble,2009.0
Eight Second Ride,Jake Owen,2006.0
Bad Habits,Maxwell,2009.0
Someday,Rob Thomas,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Carry Out,Timbaland,2009.0
Why Don't We Just Dance,Josh Turner,2010.0
All The Right Moves,OneRepublic,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Happy,Leona Lewis,2009.0
Video Phone,Beyonce,2009.0
Break,Three Days Grace,2009.0
I Get It In,Omarion,2009.0
Shut It Down,Pitbull,2009.0
I Want You To,Weezer,2009.0
That's How Country Boys Roll,Billy Currington,2008.0
Funhouse,P!nk,2008.0
1901,Phoenix,2009.0
Who Says,John Mayer,2009.0
Drop It Low,Ester Dean,2009.0
Wheels,Foo Fighters,2009.0
Kings And Queens,Thirty Seconds To Mars,2009.0
All I Ask For Anymore,Trace Adkins,2008.0
Breakeven,The Script,2008.0
If We Ever Meet Again,Timbaland,2009.0
Regret,LeToya,2009.0
American Saturday Night,Brad Paisley,2009.0
Empire State Of Mind,Jay,2009.0
Bad Romance,Lady Gaga,2009.0
TiK ToK,Ke$ha,2010.0
Fireflies,Owl City,2009.0
Replay,Iyaz,2009.0
Whatcha Say,Jason Derulo,2009.0
Meet Me Halfway,The Black Eyed Peas,2009.0
Sexy Chick,David Guetta,2009.0
Down,Jay Sean,2009.0
3,Britney Spears,2009.0
Paparazzi,Lady Gaga,2008.0
Party In The U.S.A.,Miley Cyrus,2009.0
Sweet Dreams,Beyonce,2008.0
Already Gone,Kelly Clarkson,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Forever,Drake,2009.0
Need You Now,Lady Antebellum,2009.0
You Belong With Me,Taylor Swift,2008.0
Hard,Rihanna,2009.0
I Can Transform Ya,Chris Brown,2009.0
Use Somebody,Kings Of Leon,2008.0
Russian Roulette,Rihanna,2009.0
Run This Town,Jay,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Do You Remember,Jay Sean,2009.0
One Time,Justin Bieber,2009.0
Fifteen,Taylor Swift,2008.0
Evacuate The Dancefloor,Cascada,2009.0
Give It Up To Me,Shakira,2009.0
Telephone,Lady Gaga,2010.0
Money To Blow,Birdman,2009.0
Fallin' For You,Colbie Caillat,2009.0
Two Is Better Than One,Boys Like Girls,2009.0
Baby By Me,50 Cent,2009.0
Do I,Luke Bryan,2009.0
BedRock,Young Money,2009.0
Body Language,Jesse McCartney,2009.0
Papers,Usher,2009.0
Tie Me Down,New Boyz,2009.0
She Wolf,Shakira,2009.0
Try Sleeping With A Broken Heart,Alicia Keys,2009.0
Toes,Zac Brown Band,2008.0
White Liar,Miranda Lambert,2009.0
Gangsta Luv,Snoop Dogg,2009.0
"Hey, Soul Sister",Train,2009.0
Live Like We're Dying,Kris Allen,2009.0
If You Only Knew,Shinedown,2008.0
Obsessed,Mariah Carey,2009.0
Southern Voice,Tim McGraw,2009.0
I Invented Sex,Trey Songz,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
The Truth,Jason Aldean,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Red Light,David Nail,2009.0
Say Aah,Trey Songz,2010.0
For Your Entertainment,Adam Lambert,2009.0
I Dreamed A Dream,Susan Boyle,2010.0
Uprising,Muse,2009.0
Spotlight,Gucci Mane,2009.0
Video Phone,Beyonce,2009.0
True Colors,Glee Cast,2009.0
Imagine,Glee Cast,2009.0
Crawl,Chris Brown,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Happy,Leona Lewis,2009.0
Funhouse,P!nk,2008.0
All The Right Moves,OneRepublic,2009.0
Never Gonna Be Alone,Nickelback,2008.0
It Kills Me,Melanie Fiona,2009.0
Morning After Dark,Timbaland,2009.0
Eight Second Ride,Jake Owen,2006.0
Who Says,John Mayer,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Bad Habits,Maxwell,2009.0
Someday,Rob Thomas,2009.0
Half Of My Heart,John Mayer,2010.0
Why Don't We Just Dance,Josh Turner,2010.0
Haven't Met You Yet,Michael Buble,2009.0
Drop It Low,Ester Dean,2009.0
Break,Three Days Grace,2009.0
4 My Town,Birdman,2009.0
I Get It In,Omarion,2009.0
Wheels,Foo Fighters,2009.0
I Want You To,Weezer,2009.0
Speechless,Lady Gaga,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
We Weren't Born To Follow,Bon Jovi,2009.0
Wild Horses,Susan Boyle,2009.0
All I Ask For Anymore,Trace Adkins,2008.0
That's How Country Boys Roll,Billy Currington,2008.0
Empire State Of Mind,Jay,2009.0
Bad Romance,Lady Gaga,2009.0
Fireflies,Owl City,2009.0
Whatcha Say,Jason Derulo,2009.0
TiK ToK,Ke$ha,2010.0
Replay,Iyaz,2009.0
Sexy Chick,David Guetta,2009.0
Paparazzi,Lady Gaga,2008.0
3,Britney Spears,2009.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Meet Me Halfway,The Black Eyed Peas,2009.0
Sweet Dreams,Beyonce,2008.0
Need You Now,Lady Antebellum,2009.0
You Belong With Me,Taylor Swift,2008.0
Already Gone,Kelly Clarkson,2009.0
Forever,Drake,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Russian Roulette,Rihanna,2009.0
Run This Town,Jay,2009.0
Use Somebody,Kings Of Leon,2008.0
I Can Transform Ya,Chris Brown,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
One Time,Justin Bieber,2009.0
Half Of My Heart,John Mayer,2010.0
Fifteen,Taylor Swift,2008.0
Evacuate The Dancefloor,Cascada,2009.0
Fallin' For You,Colbie Caillat,2009.0
Baby By Me,50 Cent,2009.0
Do You Remember,Jay Sean,2009.0
Happy,Leona Lewis,2009.0
Money To Blow,Birdman,2009.0
Toes,Zac Brown Band,2008.0
Do I,Luke Bryan,2009.0
Body Language,Jesse McCartney,2009.0
Papers,Usher,2009.0
Obsessed,Mariah Carey,2009.0
Two Is Better Than One,Boys Like Girls,2009.0
Live Like We're Dying,Kris Allen,2009.0
White Liar,Miranda Lambert,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Tie Me Down,New Boyz,2009.0
"Hey, Soul Sister",Train,2009.0
Break Up,Mario,2009.0
Hotel Room Service,Pitbull,2009.0
If You Only Knew,Shinedown,2008.0
Lean On Me,Glee Cast,2009.0
Gangsta Luv,Snoop Dogg,2009.0
Southern Voice,Tim McGraw,2009.0
All The Right Moves,OneRepublic,2009.0
Uprising,Muse,2009.0
Who Says,John Mayer,2009.0
Funhouse,P!nk,2008.0
I Invented Sex,Trey Songz,2009.0
Try Sleeping With A Broken Heart,Alicia Keys,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Give It Up To Me,Shakira,2009.0
Red Light,David Nail,2009.0
Don't Stand So Close To Me / Young Girl,Glee Cast,2009.0
She Wolf,Shakira,2009.0
The Truth,Jason Aldean,2009.0
Spotlight,Gucci Mane,2009.0
Say Aah,Trey Songz,2010.0
Haven't Met You Yet,Michael Buble,2009.0
I'll Stand By You,Glee Cast,2009.0
Defying Gravity,Glee Cast,2009.0
Bad Habits,Maxwell,2009.0
Drop It Low,Ester Dean,2009.0
Endless Love,Glee Cast,2009.0
Down To Earth,Justin Bieber,2009.0
Hard,Rihanna,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Someday,Rob Thomas,2009.0
Eight Second Ride,Jake Owen,2006.0
5 Star,Yo Gotti,2012.0
Never Gonna Be Alone,Nickelback,2008.0
Welcome To The Future,Brad Paisley,2009.0
It Kills Me,Melanie Fiona,2009.0
We Weren't Born To Follow,Bon Jovi,2009.0
Break,Three Days Grace,2009.0
Regret,LeToya,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
Why Don't We Just Dance,Josh Turner,2010.0
Bigger,Justin Bieber,2009.0
Wheels,Foo Fighters,2009.0
I Get It In,Omarion,2009.0
The Invitation,50 Cent,2009.0
I Want You To,Weezer,2009.0
First Dance,Justin Bieber,2009.0
Heartbreak Warfare,John Mayer,2009.0
Empire State Of Mind,Jay,2009.0
Fireflies,Owl City,2009.0
Whatcha Say,Jason Derulo,2009.0
Replay,Iyaz,2009.0
Need You Now,Lady Antebellum,2009.0
3,Britney Spears,2009.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Paparazzi,Lady Gaga,2008.0
TiK ToK,Ke$ha,2010.0
Bad Romance,Lady Gaga,2009.0
Sexy Chick,David Guetta,2009.0
Sweet Dreams,Beyonce,2008.0
You Belong With Me,Taylor Swift,2008.0
Meet Me Halfway,The Black Eyed Peas,2009.0
Russian Roulette,Rihanna,2009.0
Run This Town,Jay,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Forever,Drake,2009.0
Already Gone,Kelly Clarkson,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
Use Somebody,Kings Of Leon,2008.0
One Time,Justin Bieber,2009.0
I Can Transform Ya,Chris Brown,2009.0
Fallin' For You,Colbie Caillat,2009.0
Fifteen,Taylor Swift,2008.0
Evacuate The Dancefloor,Cascada,2009.0
Baby By Me,50 Cent,2009.0
Toes,Zac Brown Band,2008.0
Do You Remember,Jay Sean,2009.0
Defying Gravity,Glee Cast,2009.0
Obsessed,Mariah Carey,2009.0
Money To Blow,Birdman,2009.0
Do I,Luke Bryan,2009.0
Body Language,Jesse McCartney,2009.0
Papers,Usher,2009.0
White Liar,Miranda Lambert,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Break Up,Mario,2009.0
Hotel Room Service,Pitbull,2009.0
Funhouse,P!nk,2008.0
Love Drunk,Boys Like Girls,2009.0
"Hey, Soul Sister",Train,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Two Is Better Than One,Boys Like Girls,2009.0
Southern Voice,Tim McGraw,2009.0
Tie Me Down,New Boyz,2009.0
If You Only Knew,Shinedown,2008.0
She Wolf,Shakira,2009.0
Uprising,Muse,2009.0
Gangsta Luv,Snoop Dogg,2009.0
Welcome To The Future,Brad Paisley,2009.0
Haven't Met You Yet,Michael Buble,2009.0
Give It Up To Me,Shakira,2009.0
Happy,Leona Lewis,2009.0
I Invented Sex,Trey Songz,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Red Light,David Nail,2009.0
Drop It Low,Ester Dean,2009.0
We Weren't Born To Follow,Bon Jovi,2009.0
Good Life,OneRepublic,2009.0
Live Like We're Dying,Kris Allen,2009.0
Who Says,John Mayer,2009.0
All The Right Moves,OneRepublic,2009.0
Favorite Girl,Justin Bieber,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Bad Habits,Maxwell,2009.0
The Truth,Jason Aldean,2009.0
5 Star,Yo Gotti,2012.0
I Will Not Bow,Breaking Benjamin,2009.0
Say Aah,Trey Songz,2010.0
Eight Second Ride,Jake Owen,2006.0
Doesn't Mean Anything,Alicia Keys,2009.0
For Your Entertainment,Adam Lambert,2009.0
Successful,Drake,2009.0
Spotlight,Gucci Mane,2009.0
Regret,LeToya,2009.0
Someday,Rob Thomas,2009.0
God In Me,Mary Mary,2008.0
Jump Then Fall,Taylor Swift,2009.0
Never Gonna Be Alone,Nickelback,2008.0
Wheels,Foo Fighters,2009.0
Break,Three Days Grace,2009.0
Love Me,Justin Bieber,2012.0
American Ride,Toby Keith,2009.0
I Want You To,Weezer,2009.0
I Get It In,Omarion,2009.0
Why Don't We Just Dance,Josh Turner,2010.0
Undertow,Timbaland,2009.0
Fireflies,Owl City,2009.0
Empire State Of Mind,Jay,2009.0
Whatcha Say,Jason Derulo,2009.0
Replay,Iyaz,2009.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Paparazzi,Lady Gaga,2008.0
3,Britney Spears,2009.0
Russian Roulette,Rihanna,2009.0
Sweet Dreams,Beyonce,2008.0
Run This Town,Jay,2009.0
Sexy Chick,David Guetta,2009.0
You Belong With Me,Taylor Swift,2008.0
TiK ToK,Ke$ha,2010.0
Meet Me Halfway,The Black Eyed Peas,2009.0
Forever,Drake,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Bad Romance,Lady Gaga,2009.0
Already Gone,Kelly Clarkson,2009.0
Use Somebody,Kings Of Leon,2008.0
Cowboy Casanova,Carrie Underwood,2009.0
Need You Now,Lady Antebellum,2009.0
I Can Transform Ya,Chris Brown,2009.0
One Time,Justin Bieber,2009.0
Fallin' For You,Colbie Caillat,2009.0
Favorite Girl,Justin Bieber,2009.0
Do You Remember,Jay Sean,2009.0
Evacuate The Dancefloor,Cascada,2009.0
Obsessed,Mariah Carey,2009.0
Toes,Zac Brown Band,2008.0
Baby By Me,50 Cent,2009.0
Papers,Usher,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Break Up,Mario,2009.0
Body Language,Jesse McCartney,2009.0
Love Drunk,Boys Like Girls,2009.0
Fifteen,Taylor Swift,2008.0
Do I,Luke Bryan,2009.0
Money To Blow,Birdman,2009.0
Jump Then Fall,Taylor Swift,2009.0
Hotel Room Service,Pitbull,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Throw It In The Bag,Fabolous,2009.0
Funhouse,P!nk,2008.0
"Hey, Soul Sister",Train,2009.0
She Wolf,Shakira,2009.0
Drop It Low,Ester Dean,2009.0
Gangsta Luv,Snoop Dogg,2009.0
If You Only Knew,Shinedown,2008.0
Uprising,Muse,2009.0
Tie Me Down,New Boyz,2009.0
Welcome To The Future,Brad Paisley,2009.0
21 Guns,Green Day,2009.0
I Invented Sex,Trey Songz,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Two Is Better Than One,Boys Like Girls,2009.0
White Liar,Miranda Lambert,2009.0
Love Me,Justin Bieber,2012.0
Happy,Leona Lewis,2009.0
Untouchable,Taylor Swift,2008.0
Red Light,David Nail,2009.0
Wheels,Foo Fighters,2009.0
Southern Voice,Tim McGraw,2009.0
Bad Habits,Maxwell,2009.0
Successful,Drake,2009.0
Who Says,John Mayer,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Haven't Met You Yet,Michael Buble,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Regret,LeToya,2009.0
I Want You To,Weezer,2009.0
Starstrukk,3OH!3,2009.0
All The Right Moves,OneRepublic,2009.0
Number One,R. Kelly,2009.0
American Ride,Toby Keith,2009.0
Break,Three Days Grace,2009.0
God In Me,Mary Mary,2008.0
Ain't No Rest For The Wicked,Cage The Elephant,2008.0
The Truth,Jason Aldean,2009.0
Live Like We're Dying,Kris Allen,2009.0
Someday,Rob Thomas,2009.0
The Other Side Of The Door,Taylor Swift,2008.0
Eight Second Ride,Jake Owen,2006.0
Never Gonna Be Alone,Nickelback,2008.0
Spotlight,Gucci Mane,2009.0
Runaway,Love And Theft,2009.0
Defying Gravity,Glee Cast,2009.0
Whatcha Say,Jason Derulo,2009.0
Fireflies,Owl City,2009.0
Empire State Of Mind,Jay,2009.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Paparazzi,Lady Gaga,2008.0
Run This Town,Jay,2009.0
3,Britney Spears,2009.0
Bad Romance,Lady Gaga,2009.0
Jump Then Fall,Taylor Swift,2009.0
Sweet Dreams,Beyonce,2008.0
Replay,Iyaz,2009.0
Meet Me Halfway,The Black Eyed Peas,2009.0
You Belong With Me,Taylor Swift,2008.0
I Gotta Feeling,The Black Eyed Peas,2010.0
TiK ToK,Ke$ha,2010.0
Forever,Drake,2009.0
Sexy Chick,David Guetta,2009.0
Untouchable,Taylor Swift,2008.0
Use Somebody,Kings Of Leon,2008.0
Already Gone,Kelly Clarkson,2009.0
Need You Now,Lady Antebellum,2009.0
The Other Side Of The Door,Taylor Swift,2008.0
I Can Transform Ya,Chris Brown,2009.0
One Time,Justin Bieber,2009.0
Superstar,Taylor Swift,2008.0
Cowboy Casanova,Carrie Underwood,2009.0
Obsessed,Mariah Carey,2009.0
Fallin' For You,Colbie Caillat,2009.0
Come In With The Rain,Taylor Swift,2008.0
Baby By Me,50 Cent,2009.0
Toes,Zac Brown Band,2008.0
Evacuate The Dancefloor,Cascada,2009.0
Break Up,Mario,2009.0
Love Drunk,Boys Like Girls,2009.0
Love Me,Justin Bieber,2012.0
Say Hey,"Michael Franti, Spearhead",2008.0
Papers,Usher,2009.0
Throw It In The Bag,Fabolous,2009.0
Hotel Room Service,Pitbull,2009.0
Do I,Luke Bryan,2009.0
Funhouse,P!nk,2008.0
Body Language,Jesse McCartney,2009.0
Fifteen,Taylor Swift,2008.0
She Wolf,Shakira,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
Money To Blow,Birdman,2009.0
Welcome To The Future,Brad Paisley,2009.0
"Hey, Soul Sister",Train,2009.0
Drop It Low,Ester Dean,2009.0
21 Guns,Green Day,2009.0
Number One,R. Kelly,2009.0
Gangsta Luv,Snoop Dogg,2009.0
Successful,Drake,2009.0
American Ride,Toby Keith,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
Uprising,Muse,2009.0
Starstrukk,3OH!3,2009.0
Southern Voice,Tim McGraw,2009.0
Who Says,John Mayer,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
Red Light,David Nail,2009.0
Bad Habits,Maxwell,2009.0
Russian Roulette,Rihanna,2009.0
Runaway,Love And Theft,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Regret,LeToya,2009.0
Two Is Better Than One,Boys Like Girls,2009.0
I Invented Sex,Trey Songz,2009.0
God In Me,Mary Mary,2008.0
Tie Me Down,New Boyz,2009.0
White Liar,Miranda Lambert,2009.0
All The Right Moves,OneRepublic,2009.0
Be On You,Flo Rida,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Undo It,Carrie Underwood,2009.0
La La La,LMFAO,2009.0
Haven't Met You Yet,Michael Buble,2009.0
Ain't No Rest For The Wicked,Cage The Elephant,2008.0
Under,Pleasure P,2009.0
If You Only Knew,Shinedown,2008.0
Spotlight,Gucci Mane,2009.0
Good Morning,Chamillionaire,2009.0
Break,Three Days Grace,2009.0
Wheels,Foo Fighters,2009.0
Shots,LMFAO,2009.0
Happy,Leona Lewis,2009.0
I Get It In,Omarion,2009.0
You're A Jerk,New Boyz,2009.0
Fireflies,Owl City,2009.0
Whatcha Say,Jason Derulo,2009.0
Down,Jay Sean,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Run This Town,Jay,2009.0
Paparazzi,Lady Gaga,2008.0
Meet Me Halfway,The Black Eyed Peas,2009.0
3,Britney Spears,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Sweet Dreams,Beyonce,2008.0
You Belong With Me,Taylor Swift,2008.0
Replay,Iyaz,2009.0
Empire State Of Mind,Jay,2009.0
Forever,Drake,2009.0
Use Somebody,Kings Of Leon,2008.0
Sexy Chick,David Guetta,2009.0
Already Gone,Kelly Clarkson,2009.0
Need You Now,Lady Antebellum,2009.0
Obsessed,Mariah Carey,2009.0
One Time,Justin Bieber,2009.0
Cowboy Casanova,Carrie Underwood,2009.0
TiK ToK,Ke$ha,2010.0
Break Up,Mario,2009.0
I Can Transform Ya,Chris Brown,2009.0
Toes,Zac Brown Band,2008.0
Fallin' For You,Colbie Caillat,2009.0
Say Hey,"Michael Franti, Spearhead",2008.0
Love Drunk,Boys Like Girls,2009.0
Evacuate The Dancefloor,Cascada,2009.0
Throw It In The Bag,Fabolous,2009.0
Papers,Usher,2009.0
Hotel Room Service,Pitbull,2009.0
She Wolf,Shakira,2009.0
Sweet Caroline,Glee Cast,2009.0
Drop It Low,Ester Dean,2009.0
Good Girls Go Bad,Cobra Starship,2009.0
21 Guns,Green Day,2009.0
Do I,Luke Bryan,2009.0
Welcome To The Future,Brad Paisley,2009.0
I Know You Want Me,Pitbull,2009.0
Who Says,John Mayer,2009.0
Boom Boom Pow,The Black Eyed Peas,2009.0
Successful,Drake,2009.0
Knock You Down,Keri Hilson,2009.0
Big Green Tractor,Jason Aldean,2009.0
Time For Miracles,Adam Lambert,2009.0
Never Say Never,The Fray,2009.0
American Ride,Toby Keith,2009.0
Body Language,Jesse McCartney,2009.0
Funhouse,P!nk,2008.0
"Hey, Soul Sister",Train,2009.0
Gangsta Luv,Snoop Dogg,2009.0
Be On You,Flo Rida,2009.0
Doesn't Mean Anything,Alicia Keys,2009.0
Southern Voice,Tim McGraw,2009.0
Fifteen,Taylor Swift,2008.0
Good Morning,Chamillionaire,2009.0
Money To Blow,Birdman,2009.0
Uprising,Muse,2009.0
All The Right Moves,OneRepublic,2009.0
Number One,R. Kelly,2009.0
Starstrukk,3OH!3,2009.0
Runaway,Love And Theft,2009.0
I Wanna Make You Close Your Eyes,Dierks Bentley,2009.0
God In Me,Mary Mary,2008.0
Red Light,David Nail,2009.0
I Will Not Bow,Breaking Benjamin,2009.0
Haven't Met You Yet,Michael Buble,2009.0
La La La,LMFAO,2009.0
Take Your Shirt Off,T,2009.0
Bad Habits,Maxwell,2009.0
One Less Lonely Girl,Justin Bieber,2009.0
Ain't No Rest For The Wicked,Cage The Elephant,2008.0
Under,Pleasure P,2009.0
White Liar,Miranda Lambert,2009.0
Tie Me Down,New Boyz,2009.0
Break,Three Days Grace,2009.0
Wheels,Foo Fighters,2009.0
I Invented Sex,Trey Songz,2009.0
Regret,LeToya,2009.0
Temporary Home,Carrie Underwood,2009.0
Bust A Move,Glee Cast,2009.0
You're A Jerk,New Boyz,2009.0
Vanilla Twilight,Owl City,2009.0
I Want To Know What Love Is,Mariah Carey,2009.0
Happy,Leona Lewis,2009.0
Russian Roulette,Rihanna,2009.0
Down,Jay Sean,2009.0
Whatcha Say,Jason Derulo,2009.0
Party In The U.S.A.,Miley Cyrus,2009.0
Run This Town,Jay,2009.0
3,Britney Spears,2009.0
Paparazzi,Lady Gaga,2008.0
Fireflies,Owl City,2009.0
I Gotta Feeling,The Black Eyed Peas,2010.0
Meet Me Halfway,The Black Eyed Peas,2009.0
You Belong With Me,Taylor Swift,2008.0
Sweet Dreams,Beyonce,2008.0
Empire State Of Mind,Jay,2009.0
Use Somebody,Kings Of Leon,2008.0
Replay,Iyaz,2009.0
